  -0.20397500   1.29481500   2.20916000 -167.63961946 
  -0.20397500   1.29481500   2.25916000 -167.72882955 
  -0.20397500   1.29481500   2.30916000 -167.78579310 
  -0.20397500   1.29481500   2.35916000 -167.81961759 
  -0.20397500   1.29481500   2.40916000 -167.83691964 
  -0.20397500   1.29481500   2.45916000 -167.84261280 
  -0.20397500   1.29481500   2.50916000 -167.84031909 
  -0.20397500   1.29481500   2.55916000 -167.83271841 
  -0.20397500   1.29481500   2.60916000 -167.82178227 
  -0.20397500   1.34481500   2.20916000 -167.49633441 
  -0.20397500   1.34481500   2.25916000 -167.62871135 
  -0.20397500   1.34481500   2.30916000 -167.71670993 
  -0.20397500   1.34481500   2.35916000 -167.77265976 
  -0.20397500   1.34481500   2.40916000 -167.80555326 
  -0.20397500   1.34481500   2.45916000 -167.82194179 
  -0.20397500   1.34481500   2.50916000 -167.82676168 
  -0.20397500   1.34481500   2.55916000 -167.82356556 
  -0.20397500   1.34481500   2.60916000 -167.81507989 
  -0.20397500   1.39481500   2.20916000 -167.29487093 
  -0.20397500   1.39481500   2.25916000 -167.48726585 
  -0.20397500   1.39481500   2.30916000 -167.61843319 
  -0.20397500   1.39481500   2.35916000 -167.70553893 
  -0.20397500   1.39481500   2.40916000 -167.76083048 
  -0.20397500   1.39481500   2.45916000 -167.79306986 
  -0.20397500   1.39481500   2.50916000 -167.80876037 
  -0.20397500   1.39481500   2.55916000 -167.81278150 
  -0.20397500   1.39481500   2.60916000 -167.80873793 
  -0.15397500   0.99481500   2.20916000 -167.91105733 
  -0.15397500   0.99481500   2.25916000 -167.90949193 
  -0.15397500   0.99481500   2.30916000 -167.90400677 
  -0.15397500   0.99481500   2.35916000 -167.89591196 
  -0.15397500   0.99481500   2.40916000 -167.88610030 
  -0.15397500   0.99481500   2.45916000 -167.87520743 
  -0.15397500   0.99481500   2.50916000 -167.86368730 
  -0.15397500   0.99481500   2.55916000 -167.85187032 
  -0.15397500   0.99481500   2.60916000 -167.83998669 
  -0.15397500   1.04481500   2.20916000 -167.91241548 
  -0.15397500   1.04481500   2.25916000 -167.91555827 
  -0.15397500   1.04481500   2.30916000 -167.91310338 
  -0.15397500   1.04481500   2.35916000 -167.90687970 
  -0.15397500   1.04481500   2.40916000 -167.89818200 
  -0.15397500   1.04481500   2.45916000 -167.88789922 
  -0.15397500   1.04481500   2.50916000 -167.87665469 
  -0.15397500   1.04481500   2.55916000 -167.86488474 
  -0.15397500   1.04481500   2.60916000 -167.85290139 
  -0.15397500   1.09481500   2.20916000 -167.89933996 
  -0.15397500   1.09481500   2.25916000 -167.90975912 
  -0.15397500   1.09481500   2.30916000 -167.91199003 
  -0.15397500   1.09481500   2.35916000 -167.90866622 
  -0.15397500   1.09481500   2.40916000 -167.90168481 
  -0.15397500   1.09481500   2.45916000 -167.89234878 
  -0.15397500   1.09481500   2.50916000 -167.88155200 
  -0.15397500   1.09481500   2.55916000 -167.86990881 
  -0.15397500   1.09481500   2.60916000 -167.85784125 
  -0.15397500   1.14481500   2.20916000 -167.87078855 
  -0.15397500   1.14481500   2.25916000 -167.89205597 
  -0.15397500   1.14481500   2.30916000 -167.90149872 
  -0.15397500   1.14481500   2.35916000 -167.90278318 
  -0.15397500   1.14481500   2.40916000 -167.89859603 
  -0.15397500   1.14481500   2.45916000 -167.89084085 
  -0.15397500   1.14481500   2.50916000 -167.88083573 
  -0.15397500   1.14481500   2.55916000 -167.86948401 
  -0.15397500   1.14481500   2.60916000 -167.85739638 
  -0.15397500   1.19481500   2.20916000 -167.82364774 
  -0.15397500   1.19481500   2.25916000 -167.86066388 
  -0.15397500   1.19481500   2.30916000 -167.88090397 
  -0.15397500   1.19481500   2.35916000 -167.88938856 
  -0.15397500   1.19481500   2.40916000 -167.88977171 
  -0.15397500   1.19481500   2.45916000 -167.88472813 
  -0.15397500   1.19481500   2.50916000 -167.87618675 
  -0.15397500   1.19481500   2.55916000 -167.86548636 
  -0.15397500   1.19481500   2.60916000 -167.85354225 
  -0.15397500   1.24481500   2.20916000 -167.75281953 
  -0.15397500   1.24481500   2.25916000 -167.81214005 
  -0.15397500   1.24481500   2.30916000 -167.84805541 
  -0.15397500   1.24481500   2.35916000 -167.86732376 
  -0.15397500   1.24481500   2.40916000 -167.87486896 
  -0.15397500   1.24481500   2.45916000 -167.87435693 
  -0.15397500   1.24481500   2.50916000 -167.86846503 
  -0.15397500   1.24481500   2.55916000 -167.85912847 
  -0.15397500   1.24481500   2.60916000 -167.84771124 
  -0.15397500   1.29481500   2.20916000 -167.65061564 
  -0.15397500   1.29481500   2.25916000 -167.74109771 
  -0.15397500   1.29481500   2.30916000 -167.79921811 
  -0.15397500   1.29481500   2.35916000 -167.83409717 
  -0.15397500   1.29481500   2.40916000 -167.85238135 
  -0.15397500   1.29481500   2.45916000 -167.85901472 
  -0.15397500   1.29481500   2.50916000 -167.85760046 
  -0.15397500   1.29481500   2.55916000 -167.85086553 
  -0.15397500   1.29481500   2.60916000 -167.84072886 
  -0.15397500   1.34481500   2.20916000 -167.50586216 
